nTraces,pv_mean,pv_std,load_mean,load_std,sol,time,memory
14,264.95,273.9898732161464,315.43541666666664,165.98518318610968,293.56,13.65,84.3
14,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,390.86,13.69,84.23
14,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,309.17,13.67,84.27
14,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,327.43,13.73,84.26
14,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,364.5,13.65,84.26
14,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.78,13.75,84.36
14,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,311.21,13.67,84.18
14,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,371.85,13.61,84.28
14,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,391.21,13.7,84.33
14,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,329.77,13.67,84.22
14,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,341.42,13.71,84.28
14,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,426.98,13.68,84.25
14,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,381.71,13.65,84.32
14,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,364.5,13.81,84.4
14,273.975,282.96677734909684,321.0885416666667,172.01928965828202,388.12,13.62,84.32
14,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,326.91,13.64,84.31
14,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,304.11,13.63,84.2
14,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,399.54,13.75,84.26
14,273.809375,280.5631958958196,324.81875,169.09394597413643,399.47,13.72,84.3
14,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,350.12,13.66,84.29
14,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,340.67,13.74,84.32
14,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,433.48,13.74,84.35
14,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,400.42,13.75,84.33
14,273.975,282.96677734909684,321.0885416666667,172.01928965828202,388.12,13.69,84.25
14,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,327.43,13.6,84.25
14,262.66770833333334,270.722787757911,310.025,159.83073859555302,292.41,13.65,84.25
14,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,302.56,13.69,84.29
14,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,333.99,13.58,84.24
14,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,346.88,13.61,84.24
14,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,314.04,13.6,84.22
14,264.95,273.9898732161464,315.43541666666664,165.98518318610968,293.56,13.77,84.29
14,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,390.86,13.64,84.26
14,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,309.17,13.72,84.23
14,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,327.43,13.78,84.2
14,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,412.82,13.8,84.24
14,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,340.66,13.63,84.27
14,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,317.88,13.62,84.19
14,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,423.06,13.57,84.23
14,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,426.07,13.64,84.23
14,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,383.58,13.64,84.28
14,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,392.31,13.64,84.26
14,276.153125,283.889522215188,332.0708333333334,175.54242181774435,471.16,13.7,84.24
14,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,452.66,13.59,84.24
14,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,412.82,13.69,84.24
14,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,364.5,13.77,84.23
14,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.78,13.63,84.27
14,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,311.21,13.74,84.26
14,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,371.85,13.62,84.26
14,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,391.21,13.74,84.24
14,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,329.77,13.62,84.33
14,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,341.42,13.79,84.39
14,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,426.98,13.68,84.28
14,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,381.71,13.71,84.32
14,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,364.5,13.63,84.25
15,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,337.22,14.34,84.35
15,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,310.91,14.18,84.32
15,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,308.87,14.28,84.4
15,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,343.34,14.23,84.37
15,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,366.14,14.15,84.35
15,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,326.61,14.22,84.36
15,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,312.85,14.22,84.38
15,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,407.19,14.33,84.52
15,277.45,278.03394576921715,328.87708333333336,168.0694836959595,383.16,14.25,84.34
15,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,337.22,14.27,84.39
15,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,400.89,14.22,84.34
15,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,338.82,14.15,84.37
15,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,315.53,14.25,84.46
15,272.559375,281.13062858531805,330.23645833333336,174.5874668085406,415.49,14.22,84.37
15,275.97291666666666,282.7801614030937,327.38854166666664,170.42978018196604,419.44,14.22,84.3
15,276.6458333333333,284.9630725040917,330.9583333333333,176.08089503754297,373.51,14.25,84.33
15,275.7604166666667,285.176073344451,328.30625,172.74973999769387,405.76,14.27,84.38
15,275.60625,283.3276514672324,331.42291666666665,175.19885099935175,465.88,14.25,84.39
15,285.85729166666664,286.46240218133033,338.840625,173.1644320786153,432.36,14.27,84.42
15,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,400.89,14.25,84.35
15,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,334.71,14.25,84.36
15,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,311.76,14.2,84.27
15,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,307.91,14.17,84.35
15,264.0125,272.30506378034295,319.8822916666667,169.10803314424462,341.28,14.18,84.42
15,267.3177083333333,273.90808258839,317.12291666666664,165.07831441922664,362.63,14.29,84.35
15,267.9677083333333,276.01756265634305,320.5729166666667,170.5613461724541,323.69,14.2,84.33
15,267.109375,276.2262444831701,318.009375,167.33250398914146,311.24,14.24,84.37
15,266.9625,274.4400948787974,321.03020833333335,169.70052673741645,404.37,14.19,84.35
15,276.8927083333333,277.4744122004735,328.2114583333334,167.72929943674103,368.67,14.27,84.49
15,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,334.71,14.26,84.38
15,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,376.77,14.27,84.35
15,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,325.3,14.24,84.32
15,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,320.05,14.22,84.36
15,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,386.61,14.14,84.36
15,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,399.81,14.24,84.33
15,273.9302083333334,282.16652372010736,327.715625,174.36068598844,345.76,14.31,84.35
15,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,367.1,14.27,84.33
15,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,426.51,14.32,84.39
15,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,381.21,14.31,84.39
15,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,376.77,14.31,84.46
15,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,326.78,14.31,84.35
15,262.66770833333334,270.722787757911,310.025,159.83073859555302,290.8,14.23,84.3
15,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,305.6,14.22,84.32
15,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,331.94,14.26,84.4
15,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,347.23,14.22,84.41
15,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,313.01,14.24,84.43
15,264.95,273.9898732161464,315.43541666666664,165.98518318610968,292.31,14.32,84.45
15,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,387.14,14.26,84.36
15,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,342.53,14.28,84.36
15,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,326.78,14.24,84.41
15,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,358.0,14.29,84.32
15,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.63,14.27,84.4
15,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,314.85,14.24,84.38
15,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,370.61,14.32,84.39
15,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,392.12,14.3,84.4
15,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,329.01,14.25,84.4
15,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,341.22,14.29,84.36
15,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,424.33,14.23,84.35
15,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,416.73,14.21,84.39
15,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,358.0,14.31,84.41
15,273.975,282.96677734909684,321.0885416666667,172.01928965828202,381.83,14.25,84.4
15,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,327.58,14.19,84.34
15,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,304.79,14.24,84.4
15,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,398.8,14.29,84.45
15,273.809375,280.5631958958196,324.81875,169.09394597413643,405.1,14.23,84.33
15,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,349.79,14.2,84.43
15,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,341.02,14.31,84.42
15,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,430.52,14.39,84.43
15,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,386.92,14.32,84.38
15,273.975,282.96677734909684,321.0885416666667,172.01928965828202,381.83,14.28,84.35
15,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,326.78,14.26,84.44
15,262.66770833333334,270.722787757911,310.025,159.83073859555302,290.8,14.22,84.34
15,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,305.6,14.22,84.39
15,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,331.94,14.17,84.33
15,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,347.23,14.23,84.36
15,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,313.01,14.3,84.37
15,264.95,273.9898732161464,315.43541666666664,165.98518318610968,292.31,14.2,84.39
15,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,387.14,14.23,84.44
15,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,342.53,14.34,84.4
15,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,326.78,14.31,84.32
15,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,406.49,14.35,84.4
15,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,341.42,14.26,84.45
15,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,318.59,14.15,84.36
15,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,422.16,14.27,84.37
15,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,424.84,14.21,84.22
15,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,384.4,14.22,84.43
15,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,408.9,14.34,84.42
15,276.153125,283.889522215188,332.0708333333334,175.54242181774435,465.69,14.24,84.35
15,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,438.9,14.19,84.38
15,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,406.49,14.3,84.46
15,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,358.0,14.39,84.55
15,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.63,14.15,84.3
15,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,314.85,14.27,84.41
15,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,370.61,14.24,84.4
15,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,392.12,14.3,84.33
15,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,329.01,14.21,84.43
15,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,341.22,14.32,84.36
15,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,424.33,14.21,84.38
15,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,416.73,14.34,84.39
15,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,358.0,14.18,84.35
16,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,339.37,14.91,84.45
16,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,310.49,14.84,84.42
16,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,308.56,14.85,84.47
16,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,342.58,14.78,84.42
16,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,367.52,14.9,84.48
16,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,328.03,14.9,84.54
16,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,324.56,14.82,84.49
16,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,404.79,14.82,84.51
16,277.45,278.03394576921715,328.87708333333336,168.0694836959595,384.29,14.9,84.53
16,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,339.37,14.89,84.51
16,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,402.02,14.86,84.56
16,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,338.07,14.84,84.7
16,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,317.86,14.87,84.45
16,272.559375,281.13062858531805,330.23645833333336,174.5874668085406,414.57,14.77,84.5
16,275.97291666666666,282.7801614030937,327.38854166666664,170.42978018196604,420.48,14.79,84.43
16,276.6458333333333,284.9630725040917,330.9583333333333,176.08089503754297,375.38,14.94,84.44
16,275.7604166666667,285.176073344451,328.30625,172.74973999769387,401.66,14.87,84.49
16,275.60625,283.3276514672324,331.42291666666665,175.19885099935175,463.03,14.82,84.45
16,285.85729166666664,286.46240218133033,338.840625,173.1644320786153,437.88,14.86,84.5
16,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,402.02,14.9,84.54
16,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,337.05,14.75,84.52
16,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,311.33,14.86,84.46
16,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,307.59,14.81,84.42
16,264.0125,272.30506378034295,319.8822916666667,169.10803314424462,340.52,14.78,84.42
16,267.3177083333333,273.90808258839,317.12291666666664,165.07831441922664,364.01,14.9,84.41
16,267.9677083333333,276.01756265634305,320.5729166666667,170.5613461724541,325.05,14.96,84.46
16,267.109375,276.2262444831701,318.009375,167.33250398914146,323.18,14.87,84.5
16,266.9625,274.4400948787974,321.03020833333335,169.70052673741645,401.98,14.94,84.47
16,276.8927083333333,277.4744122004735,328.2114583333334,167.72929943674103,370.51,14.83,84.48
16,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,337.05,14.84,84.5
16,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,377.9,14.91,84.54
16,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,324.96,14.79,84.56
16,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,316.3,14.77,84.49
16,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,385.75,14.84,84.43
16,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,400.83,14.94,84.49
16,273.9302083333334,282.16652372010736,327.715625,174.36068598844,347.52,14.9,84.48
16,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,378.35,14.92,84.53
16,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,423.89,14.88,84.5
16,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,387.0,14.87,84.48
16,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,377.9,14.95,84.46
16,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,329.07,14.9,84.42
16,262.66770833333334,270.722787757911,310.025,159.83073859555302,290.43,14.84,84.42
16,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,305.24,14.94,84.54
16,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,331.2,14.89,84.44
16,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,348.58,14.86,84.51
16,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,310.31,14.82,84.51
16,264.95,273.9898732161464,315.43541666666664,165.98518318610968,295.32,14.96,84.55
16,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,384.71,14.9,84.46
16,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,334.79,14.86,84.54
16,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,329.07,14.88,84.62
16,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,360.15,14.94,84.48
16,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.25,14.87,84.5
16,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,311.19,14.78,84.54
16,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,369.78,14.84,84.44
16,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,397.24,14.83,84.45
16,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,330.73,14.86,84.57
16,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,352.18,14.92,84.47
16,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,421.75,14.82,84.41
16,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,423.47,14.94,84.46
16,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,360.15,14.98,84.5
16,273.975,282.96677734909684,321.0885416666667,172.01928965828202,382.96,14.89,84.43
16,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,327.24,14.89,84.45
16,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,304.33,14.91,84.46
16,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,397.91,14.85,84.53
16,273.809375,280.5631958958196,324.81875,169.09394597413643,406.12,14.84,84.41
16,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,351.58,14.81,84.55
16,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,352.37,15.12,84.53
16,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,427.89,14.78,84.45
16,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,392.5,14.88,84.51
16,273.975,282.96677734909684,321.0885416666667,172.01928965828202,382.96,14.88,84.49
16,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,329.07,14.88,84.44
16,262.66770833333334,270.722787757911,310.025,159.83073859555302,290.43,14.8,84.55
16,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,305.24,14.77,84.51
16,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,331.2,14.92,84.49
16,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,348.58,14.81,84.42
16,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,310.31,14.79,84.6
16,264.95,273.9898732161464,315.43541666666664,165.98518318610968,295.32,14.98,84.42
16,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,384.71,14.95,84.48
16,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,334.79,14.87,84.51
16,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,329.07,14.96,84.49
16,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,407.62,14.88,84.43
16,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,340.66,14.82,84.4
16,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,320.92,14.78,84.37
16,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,421.23,14.94,84.5
16,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,425.88,14.8,84.46
16,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,383.96,14.88,84.53
16,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,404.84,14.75,84.45
16,276.153125,283.889522215188,332.0708333333334,175.54242181774435,468.39,14.88,84.47
16,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,444.19,14.88,84.48
16,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,407.62,14.88,84.41
16,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,360.15,14.84,84.45
16,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.25,14.85,84.44
16,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,311.19,14.83,84.42
16,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,369.78,14.95,84.41
16,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,397.24,15.29,84.49
16,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,330.73,15.08,84.44
16,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,352.18,15.23,84.51
16,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,421.75,14.85,84.51
16,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,423.47,14.97,84.5
16,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,360.15,14.69,84.53
17,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,335.86,15.52,84.61
17,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,310.49,15.4,84.58
17,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,308.56,15.41,84.61
17,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,348.65,15.35,84.56
17,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,367.52,15.41,84.53
17,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,329.89,15.46,84.61
17,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,324.56,15.51,84.68
17,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,404.79,15.46,84.71
17,277.45,278.03394576921715,328.87708333333336,168.0694836959595,384.29,15.46,84.61
17,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,335.86,15.44,84.56
17,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,403.48,15.49,84.58
17,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,338.56,15.4,84.58
17,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,315.74,15.43,84.69
17,272.559375,281.13062858531805,330.23645833333336,174.5874668085406,414.36,15.38,84.6
17,275.97291666666666,282.7801614030937,327.38854166666664,170.42978018196604,422.77,15.45,84.55
17,276.6458333333333,284.9630725040917,330.9583333333333,176.08089503754297,377.5,15.56,84.57
17,275.7604166666667,285.176073344451,328.30625,172.74973999769387,404.89,15.44,84.58
17,275.60625,283.3276514672324,331.42291666666665,175.19885099935175,463.35,15.39,84.55
17,285.85729166666664,286.46240218133033,338.840625,173.1644320786153,437.38,15.5,84.54
17,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,403.48,15.44,84.51
17,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,333.42,15.6,84.63
17,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,311.33,15.43,84.6
17,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,307.59,15.44,84.61
17,264.0125,272.30506378034295,319.8822916666667,169.10803314424462,346.14,15.41,84.63
17,267.3177083333333,273.90808258839,317.12291666666664,165.07831441922664,364.01,15.41,84.56
17,267.9677083333333,276.01756265634305,320.5729166666667,170.5613461724541,326.66,15.49,84.53
17,267.109375,276.2262444831701,318.009375,167.33250398914146,323.18,15.45,84.67
17,266.9625,274.4400948787974,321.03020833333335,169.70052673741645,401.98,15.5,84.65
17,276.8927083333333,277.4744122004735,328.2114583333334,167.72929943674103,370.51,15.49,84.59
17,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,333.42,15.53,84.52
17,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,378.45,15.57,84.59
17,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,328.19,15.44,84.58
17,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,314.1,15.49,84.57
17,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,383.25,15.48,84.57
17,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,402.87,15.38,84.69
17,273.9302083333334,282.16652372010736,327.715625,174.36068598844,348.73,15.47,84.62
17,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,380.17,15.5,84.58
17,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,422.74,15.46,84.48
17,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,385.03,15.61,84.62
17,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,378.45,15.52,84.6
17,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,329.07,15.53,84.62
17,262.66770833333334,270.722787757911,310.025,159.83073859555302,290.43,15.44,84.7
17,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,305.24,15.38,84.58
17,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,335.08,15.47,84.54
17,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,348.58,15.37,84.56
17,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,310.31,15.57,84.63
17,264.95,273.9898732161464,315.43541666666664,165.98518318610968,295.32,15.46,84.66
17,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,384.71,15.52,84.68
17,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,334.79,15.46,84.63
17,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,329.07,15.75,84.64
17,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,357.0,15.46,84.63
17,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,317.25,15.41,84.64
17,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,307.89,15.48,84.62
17,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,365.44,15.39,84.52
17,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,397.67,15.58,84.59
17,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,331.4,15.46,84.55
17,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,352.18,15.5,84.63
17,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,419.09,15.4,84.56
